token	lang	score
財政	ja	0.0
財政危機	ja	-1.0
財政再建	ja	1.0
財政支援	ja	1.0
財政赤字	ja	-1.0
財政措置	ja	1.0
財政難	ja	-1.0
財政力	ja	1.0
財宝	ja	1.0
財務	ja	0.0
財務状況	ja	0.0
財務体質	ja	0.0
財務内容	ja	0.0
財力	ja	1.0
冴え	ja	1.0
阪神ファン	ja	0.0
阪神淡路大震災	ja	-1.0
作り	ja	1.0
作り事	ja	-1.0
作り笑い	ja	-1.0
作り声	ja	-1.0
作り話	ja	-1.0
作意	ja	0.0
作為	ja	-1.0
作家	ja	0.0
作況	ja	0.0
作業効率	ja	1.0
作業時間	ja	0.0
作曲家	ja	0.0
作成	ja	0.0
作製	ja	0.0
作風	ja	0.0
作柄	ja	0.0
作用	ja	0.0
削除	ja	0.0
削除依頼	ja	0.0
搾取	ja	-1.0
昨報	ja	0.0
錯誤	ja	-1.0
桜花	ja	0.0
桜色	ja	0.0
刷新	ja	0.0
擦り傷	ja	-1.0
擦過傷	ja	-1.0
殺し	ja	-1.0
殺意	ja	-1.0
殺害	ja	-1.0
殺気	ja	-1.0
殺菌	ja	1.0
殺人	ja	-1.0
殺人鬼	ja	-1.0
殺人罪	ja	-1.0
殺人事件	ja	-1.0
殺人未遂	ja	-1.0
殺人容疑	ja	-1.0
殺生	ja	-1.0
殺風景	ja	-1.0
殺戮	ja	-1.0
雑音	ja	-1.0
雑貨	ja	0.0
雑菌	ja	-1.0
雑言	ja	-1.0
雑事	ja	-1.0
雑草	ja	0.0
雑踏	ja	0.0
雑念	ja	-1.0
雑費	ja	0.0
雑報	ja	-1.0
雑務	ja	-1.0
雑役	ja	-1.0
雑用	ja	-1.0
錆	ja	-1.0
三すくみ	ja	-1.0
三ヶ月	ja	0.0
三悪道	ja	-1.0
三景	ja	1.0
三顧の礼	ja	0.0
三国一	ja	1.0
三時間	ja	0.0
三週間	ja	0.0
三十分	ja	0.0
三重殺	ja	0.0
三振	ja	-1.0
三嘆	ja	1.0
三段	ja	0.0
三哲	ja	1.0
三日	ja	0.0
三拍子	ja	0.0
三部作	ja	0.0
三枚目	ja	0.0
三流	ja	-1.0
参加	ja	0.0
参加希望	ja	0.0
参加協力	ja	0.0
参加者	ja	1.0
参会	ja	1.0
参詣	ja	0.0
参考	ja	0.0
参入	ja	0.0
参列	ja	0.0
山の幸	ja	0.0
山の神	ja	0.0
山王	ja	0.0
山火事	ja	-1.0
山気	ja	-1.0
山紫水明	ja	1.0
山賊	ja	-1.0
山地	ja	0.0
山霊	ja	0.0
惨め	ja	-1.0
惨禍	ja	-1.0
惨害	ja	-1.0
惨苦	ja	-1.0
惨劇	ja	-1.0
惨事	ja	-1.0
惨状	ja	-1.0
惨敗	ja	-1.0
惨落	ja	-1.0
散逸	ja	-1.0
散財	ja	-1.0
散策	ja	1.0
散散	ja	-1.0
散髪	ja	0.0
散歩	ja	1.0
散漫	ja	-1.0
散乱	ja	-1.0
産すな神	ja	0.0
産みの苦しみ	ja	-1.0
産休	ja	0.0
産業	ja	1.0
産業廃棄物	ja	-1.0
産土神	ja	0.0
産婦人科	ja	0.0
産霊の神	ja	0.0
蚕	ja	0.0
賛意	ja	1.0
賛仰	ja	1.0
賛辞	ja	1.0
賛助	ja	1.0
賛成	ja	0.0
賛成反対	ja	0.0
賛嘆	ja	1.0
賛同	ja	1.0
賛同者	ja	0.0
賛否	ja	0.0
賛否両論	ja	0.0
賛美	ja	1.0
酸	ja	-1.0
酸化反応	ja	0.0
酸欠	ja	-1.0
酸欠状態	ja	-1.0
酸性雨	ja	-1.0
酸素不足	ja	-1.0
酸味	ja	0.0
斬撃	ja	-1.0
斬新さ	ja	1.0
暫定	ja	0.0
暫定政権	ja	0.0
残虐	ja	-1.0
残虐行為	ja	-1.0
残業	ja	-1.0
残酷	ja	-1.0
残酷さ	ja	-1.0
残暑	ja	-1.0
残暑見舞い	ja	1.0
残像	ja	0.0
残敵	ja	-1.0
残党	ja	-1.0
残念	ja	-1.0
残塁	ja	0.0
仕合わせ	ja	1.0
仕込み	ja	0.0
仕事	ja	0.0
仕事上	ja	0.0
仕事内容	ja	0.0
仕上がり	ja	0.0
仕上げ	ja	0.0
仕打ち	ja	-1.0
仕置き	ja	-1.0
仕入れ	ja	0.0
仕返し	ja	-1.0
仕立て上がり	ja	0.0
使いすぎ	ja	-1.0
使い回し	ja	0.0
使い捨て	ja	0.0
使い手	ja	0.0
使い勝手	ja	1.0
使途	ja	0.0
使役	ja	-1.0
使用回数	ja	0.0
使用感	ja	-1.0
使用者責任	ja	0.0
使用人	ja	0.0
使用制限	ja	-1.0
使用頻度	ja	1.0
使用率	ja	0.0
使用料	ja	-1.0
使用量	ja	1.0
刺客	ja	-1.0
刺激	ja	0.0
刺殺	ja	0.0
刺傷	ja	-1.0
司法	ja	0.0
史実	ja	1.0
史跡	ja	0.0
四つ	ja	0.0
四恩	ja	1.0
四季	ja	0.0
四季折々	ja	1.0
四季報	ja	0.0
四球	ja	0.0
四苦八苦	ja	-1.0
四死球	ja	0.0
四時間	ja	0.0
四神	ja	0.0
四聖	ja	1.0
四年	ja	0.0
士気	ja	1.0
始まり	ja	1.0
始末	ja	-1.0
始末書	ja	-1.0
姉弟	ja	0.0
姿	ja	0.0
子ども達	ja	0.0
子育て支援	ja	1.0
子宮筋腫	ja	-1.0
子宮内膜症	ja	-1.0
子供っぽさ	ja	-1.0
子供らしさ	ja	1.0
子供心	ja	0.0
子犬	ja	0.0
子守歌	ja	1.0
子種	ja	1.0
子孫繁栄	ja	1.0
子役	ja	0.0
屍	ja	-1.0
市街戦	ja	-1.0
市況	ja	0.0
市場シェア	ja	1.0
市場価格	ja	0.0
市場心理	ja	0.0
市場調査	ja	0.0
市内通話料金	ja	0.0
市民活動	ja	0.0
市民参加	ja	0.0
師恩	ja	1.0
師匠	ja	1.0
志	ja	1.0
志なかば	ja	-1.0
志気	ja	1.0
志向	ja	0.0
志操	ja	1.0
思いやり	ja	1.0
思い違い	ja	-1.0
思い過ごし	ja	-1.0
思い込み	ja	-1.0
思い出	ja	1.0
思い出し笑い	ja	0.0
思い切り	ja	1.0
思い当たり	ja	0.0
思い入れ	ja	0.0
思い付き	ja	0.0
思う存分	ja	0.0
思う様	ja	0.0
思案	ja	0.0
思案投げ首	ja	-1.0
思考能力	ja	1.0
思考力	ja	1.0
思索	ja	0.0
思想	ja	0.0
思念	ja	0.0
思惑	ja	0.0
指しゃぶり	ja	-1.0
指針	ja	1.0
指摘	ja	-1.0
指導	ja	0.0
指導案	ja	0.0
指導員	ja	0.0
指導者	ja	1.0
指導力	ja	1.0
指南	ja	0.0
指紋	ja	0.0
支え	ja	1.0
支援	ja	1.0
支援措置	ja	0.0
支援体制	ja	1.0
支給	ja	1.0
支持	ja	1.0
支出	ja	-1.0
支所	ja	0.0
支障	ja	-1.0
支点	ja	0.0
支配	ja	-1.0
支配権	ja	1.0
支配力	ja	1.0
支払い	ja	0.0
支払義務	ja	0.0
支離滅裂	ja	-1.0
施策	ja	0.0
施術	ja	0.0
施設内	ja	0.0
旨	ja	0.0
旨さ	ja	1.0
旨み	ja	1.0
旨味	ja	1.0
枝毛	ja	-1.0
枝葉	ja	0.0
枝葉末節	ja	-1.0
止めど	ja	0.0
止血	ja	0.0
死	ja	-1.0
死に場所	ja	-1.0
死に神	ja	-1.0
死に体	ja	-1.0
死骸	ja	-1.0
死角	ja	-1.0
死期	ja	-1.0
死球	ja	-1.0
死去	ja	-1.0
死刑	ja	-1.0
死刑判決	ja	-1.0
死語	ja	-1.0
死罪	ja	-1.0
死産	ja	-1.0
死者	ja	-1.0
死出の旅	ja	-1.0
死傷者	ja	-1.0
死神	ja	0.0
死人	ja	-1.0
死線	ja	-1.0
死相	ja	-1.0
死体	ja	-1.0
死地	ja	-1.0
死闘	ja	-1.0
死肉	ja	0.0
死病	ja	-1.0
死亡	ja	-1.0
死亡者	ja	-1.0
死没	ja	-1.0
死魔	ja	-1.0
死滅	ja	-1.0
死力	ja	0.0
死霊	ja	-1.0
氏神	ja	0.0
氏名等	ja	0.0
獅子舞	ja	0.0
獅子奮迅	ja	1.0
私怨	ja	-1.0
私曲	ja	-1.0
私権	ja	0.0
私見	ja	0.0
私恨	ja	-1.0
私傷	ja	-1.0
私情	ja	-1.0
私信	ja	0.0
私徳	ja	1.0
糸目	ja	0.0
紙詰まり	ja	-1.0
紫班病	ja	-1.0
脂肪	ja	-1.0
脂肪肝	ja	-1.0
至り	ja	0.0
至れり尽くせり	ja	1.0
至極	ja	1.0
至芸	ja	1.0
至上	ja	1.0
至情	ja	1.0
至難の業	ja	-1.0
至福	ja	1.0
至妙	ja	1.0
視覚	ja	0.0
視覚障害	ja	-1.0
視覚障害者	ja	0.0
視線	ja	-1.0
視聴覚	ja	0.0
視聴者	ja	0.0
視野	ja	1.0
視野狭窄	ja	-1.0
視力	ja	1.0
視力障害	ja	-1.0
視力低下	ja	-1.0
詩境	ja	0.0
詩興	ja	1.0
詩情	ja	1.0
詩神	ja	0.0
詩人	ja	0.0
試飲	ja	0.0
試技	ja	0.0
試供	ja	0.0
試験	ja	-1.0
試乗	ja	0.0
試食	ja	0.0
試問	ja	0.0
試練	ja	0.0
資格	ja	0.0
資格取得	ja	0.0
資金	ja	1.0
資金援助	ja	1.0
資金繰り	ja	-1.0
資金需要	ja	1.0
資金難	ja	-1.0
資金不足	ja	-1.0
資金面	ja	0.0
資源	ja	1.0
資産	ja	1.0
資産デフレ	ja	0.0
資質	ja	1.0
資本	ja	1.0
資本力	ja	1.0
資力	ja	1.0
雌伏	ja	-1.0
歯がゆさ	ja	-1.0
歯ぎしり	ja	-1.0
歯ごたえ	ja	1.0
歯垢	ja	-1.0
歯周病	ja	-1.0
歯石	ja	-1.0
歯槽膿漏	ja	-1.0
歯痛	ja	-1.0
歯肉炎	ja	-1.0
歯並び	ja	0.0
歯磨き粉	ja	0.0
事	ja	0.0
事案	ja	0.0
事業化	ja	0.0
事業活動	ja	0.0
事業実施	ja	0.0
事業推進	ja	0.0
事業展開	ja	0.0
事件	ja	-1.0
事件事故	ja	-1.0
事故	ja	-1.0
事故死	ja	-1.0
事故等	ja	-1.0
事故発生	ja	-1.0
事故防止	ja	0.0
事後	ja	0.0
事後承諾	ja	-1.0
事後報告	ja	0.0
事細か	ja	1.0
事実	ja	1.0
事実誤認	ja	-1.0
事実無根	ja	-1.0
事態	ja	-1.0
事犯	ja	-1.0
事変	ja	-1.0
事由	ja	0.0
似たようなの	ja	0.0
似非	ja	-1.0
児童ポルノ	ja	-1.0
児童委員	ja	0.0
児童虐待	ja	-1.0
児童買春	ja	-1.0
字状	ja	0.0
慈しみ	ja	1.0
慈愛	ja	1.0
慈悲	ja	1.0
慈悲深さ	ja	1.0
持ち金	ja	1.0
持ち合い	ja	0.0
持ち出し	ja	0.0
持ち逃げ	ja	-1.0
持ち味	ja	1.0
持久力	ja	1.0
持続	ja	1.0
持続性	ja	1.0
持病	ja	-1.0
時運	ja	0.0
時価	ja	0.0
時間	ja	0.0
時間不足	ja	-1.0
時限爆弾	ja	0.0
時効	ja	-1.0
時差	ja	-1.0
時差ぼけ	ja	-1.0
時差ボケ	ja	-1.0
時事ネタ	ja	1.0
時代考証	ja	0.0
時代錯誤	ja	-1.0
時代性	ja	0.0
時代遅れ	ja	-1.0
次作	ja	0.0
次善	ja	1.0
次男	ja	-1.0
滋味	ja	0.0
治安	ja	1.0
治外法権	ja	0.0
治癒	ja	1.0
治療	ja	0.0
治療効果	ja	1.0
治療方針	ja	0.0
痔	ja	-1.0
痔核	ja	-1.0
痔瘻	ja	-1.0
磁器	ja	0.0
磁気	ja	0.0
磁性	ja	0.0
磁束	ja	0.0
磁力	ja	0.0
示唆	ja	0.0
耳下腺炎	ja	-1.0
耳障り	ja	-1.0
耳鳴り	ja	-1.0
自愛	ja	0.0
自意識	ja	1.0
自衛	ja	0.0
自衛隊派兵	ja	0.0
自演	ja	0.0
自家中毒	ja	-1.0
自家撞着	ja	1.0
自我	ja	1.0
自覚	ja	1.0
自覚症状	ja	1.0
自棄	ja	-1.0
自虐	ja	-1.0
自虐史観	ja	-1.0
自給	ja	0.0
自彊	ja	1.0
自業自得	ja	-1.0
自己管理	ja	0.0
自己管理能力	ja	1.0
自己犠牲	ja	-1.0
自己教育力	ja	1.0
自己決定権	ja	1.0
自己決定能力	ja	1.0
自己嫌悪	ja	-1.0
自己治癒力	ja	1.0
自己実現	ja	0.0
自己中心性	ja	0.0
自己表現	ja	0.0
自己表現力	ja	1.0
自己矛盾	ja	-1.0
自己免疫疾患	ja	-1.0
自国語	ja	0.0
自在	ja	1.0
自作自演	ja	-1.0
自殺	ja	-1.0
自殺者	ja	-1.0
自殺点	ja	-1.0
自治	ja	0.0
自治権	ja	1.0
自治政府	ja	0.0
自室	ja	1.0
自主	ja	1.0
自主回収	ja	-1.0
自主財源	ja	1.0
自主自立	ja	0.0
自主性	ja	1.0
自主性自律性	ja	1.0
自重	ja	1.0
自粛	ja	-1.0
自照	ja	0.0
自信	ja	1.0
自制	ja	0.0
自然	ja	0.0
自然さ	ja	0.0
自然光	ja	1.0
自然災害	ja	-1.0
自然治癒力	ja	1.0
自然食	ja	1.0
自然選択	ja	0.0
自然体	ja	1.0
自然淘汰	ja	1.0
自然破壊	ja	-1.0
自然保護	ja	0.0
自然林	ja	0.0
自尊	ja	0.0
自尊心	ja	1.0
自損	ja	-1.0
自堕落	ja	-1.0
自動車事故	ja	-1.0
自動車保険	ja	0.0
自任	ja	0.0
自認	ja	0.0
自白	ja	0.0
自爆	ja	-1.0
自爆テロ	ja	-1.0
自爆攻撃	ja	-1.0
自発性	ja	1.0
自負	ja	0.0
自負心	ja	1.0
自腹	ja	0.0
自分	ja	0.0
自分らしさ	ja	1.0
自分勝手	ja	-1.0
自閉症	ja	-1.0
自暴自棄	ja	-1.0
自慢	ja	0.0
自民党政権	ja	0.0
自明	ja	1.0
自由	ja	1.0
自由競争	ja	0.0
自由刑	ja	-1.0
自由研究	ja	0.0
自由自在	ja	1.0
自由度	ja	1.0
自律	ja	0.0
自律神経失調症	ja	-1.0
自律性	ja	1.0
自立	ja	1.0
自立心	ja	1.0
自立性	ja	1.0
自力	ja	0.0
自恃	ja	0.0
辞意	ja	-1.0
辞職	ja	0.0
辞退	ja	0.0
辞任	ja	0.0
識字力	ja	1.0
識別力	ja	1.0
雫	ja	0.0
七難	ja	-1.0
七難八苦	ja	-1.0
七日	ja	0.0
七年	ja	0.0
七面倒	ja	-1.0
叱正	ja	0.0
叱声	ja	-1.0
叱責	ja	-1.0
叱咤	ja	-1.0
執行	ja	0.0
執行停止	ja	0.0
執心	ja	-1.0
執着	ja	-1.0
執刀	ja	0.0
執念	ja	-1.0
執筆	ja	0.0
執拗	ja	-1.0
失意	ja	-1.0
失格	ja	-1.0
失脚	ja	-1.0
失業	ja	-1.0
失業給付	ja	1.0
失業者	ja	-1.0
失敬	ja	-1.0
失血	ja	-1.0
失言	ja	-1.0
失語症	ja	-1.0
失効	ja	-1.0
失策	ja	-1.0
失笑	ja	-1.0
失心	ja	-1.0
失神	ja	-1.0
失神・失心	ja	-1.0
失政	ja	-1.0
失速	ja	-1.0
失態	ja	-1.0
失着	ja	-1.0
失調	ja	-1.0
失点	ja	-1.0
失投	ja	-1.0
失当	ja	-1.0
失敗	ja	-1.0
失望	ja	-1.0
失望感	ja	-1.0
失明	ja	-1.0
失礼	ja	-1.0
失恋	ja	-1.0
嫉視	ja	-1.0
嫉妬	ja	-1.0
湿り気	ja	0.0
湿気	ja	0.0
湿疹	ja	-1.0
湿性	ja	0.0
疾患	ja	-1.0
疾走感	ja	1.0
疾病	ja	-1.0
疾風	ja	1.0
質	ja	1.0
質屋	ja	0.0
質感	ja	1.0
質疑	ja	0.0
質実	ja	1.0
質素	ja	0.0
質的向上	ja	1.0
質朴	ja	1.0
質問	ja	0.0
質問攻め	ja	-1.0
実	ja	1.0
実のところ	ja	0.0
実り	ja	1.0
実意	ja	0.0
実益	ja	1.0
実演	ja	0.0
実害	ja	-1.0
実感	ja	0.0
実刑	ja	-1.0
実験室	ja	0.0
実現	ja	1.0
実効	ja	1.0
実効性	ja	1.0
実行	ja	0.0
実行速度	ja	1.0
実行力	ja	1.0
実際	ja	0.0
実質	ja	0.0
実習	ja	0.0
実証	ja	0.0
実績	ja	1.0
実践	ja	0.0
実践力	ja	1.0
実損	ja	-1.0
実体験	ja	0.0
実態	ja	0.0
実地	ja	0.0
実費	ja	0.0
実務能力	ja	1.0
実名	ja	0.0
実用	ja	0.0
実用性	ja	1.0
実利	ja	1.0
実力	ja	1.0
実力差	ja	0.0
実力者	ja	1.0
実力主義	ja	1.0
実力派	ja	1.0
実例	ja	1.0
実話	ja	1.0
縞模様	ja	0.0
写真家	ja	0.0
捨て鉢	ja	-1.0
煮汁	ja	1.0
社運	ja	0.0
社会参加	ja	0.0
社会性	ja	1.0
社会正義	ja	1.0
社会生活	ja	0.0
社会的合意	ja	1.0
社会的弱者	ja	-1.0
社会的地位	ja	1.0
社会的評価	ja	1.0
社会不安	ja	-1.0
社会復帰	ja	0.0
社会福祉	ja	0.0
社交	ja	0.0
社交性	ja	0.0
謝意	ja	1.0
謝恩	ja	1.0
謝礼	ja	1.0
車室内	ja	0.0
車上荒らし	ja	-1.0
車酔い	ja	-1.0
遮断	ja	-1.0
蛇	ja	0.0
蛇行	ja	-1.0
邪	ja	-1.0
邪悪	ja	-1.0
邪気	ja	-1.0
邪鬼	ja	-1.0
邪曲	ja	-1.0
邪見	ja	-1.0
邪神	ja	0.0
邪推	ja	-1.0
邪知	ja	-1.0
邪念	ja	-1.0
邪魔	ja	-1.0
邪魔者	ja	-1.0
邪魔物	ja	-1.0
邪魔物・邪魔者	ja	-1.0
邪魔立て	ja	-1.0
邪欲	ja	-1.0
邪恋	ja	-1.0
借り	ja	-1.0
借りてきた猫のよう	ja	0.0
借金	ja	-1.0
借金返済	ja	0.0
借財	ja	-1.0
釈迦	ja	1.0
釈然	ja	0.0
若々しさ	ja	1.0
若さ	ja	1.0
若気の過ち	ja	-1.0
若気の至り	ja	-1.0
若者	ja	1.0
若返り	ja	1.0
若葉マーク	ja	-1.0
寂	ja	-1.0
寂しさ	ja	-1.0
寂声	ja	-1.0
寂滅	ja	-1.0
寂寥	ja	-1.0
寂寥感	ja	-1.0
弱	ja	-1.0
弱さ	ja	-1.0
弱み	ja	-1.0
弱音	ja	-1.0
弱化	ja	-1.0
弱気	ja	-1.0
弱腰	ja	-1.0
弱者	ja	-1.0
弱小	ja	-1.0
弱体	ja	-1.0
弱敵	ja	-1.0
弱点	ja	-1.0
弱肉強食	ja	0.0
主	ja	0.0
主イエス	ja	0.0
主恩	ja	1.0
主我	ja	0.0
主観	ja	0.0
主観性	ja	0.0
主義主張	ja	0.0
主計	ja	0.0
主罪	ja	-1.0
主従	ja	-1.0
主従関係	ja	1.0
主神	ja	1.0
主人公	ja	0.0
主税	ja	0.0
主線	ja	0.0
主体性	ja	0.0
主題歌	ja	1.0
主張	ja	0.0
主調	ja	0.0
主導権争い	ja	-1.0
主役	ja	0.0
取りこぼし	ja	-1.0
取り越し苦労	ja	-1.0
取り下げ	ja	0.0
取り壊し	ja	0.0
取り合い	ja	0.0
取り消し	ja	-1.0
取り繕い	ja	0.0
取り組み	ja	0.0
取り調べ	ja	0.0
取り柄	ja	1.0
取り返し	ja	0.0
取り留め	ja	0.0
取引	ja	-1.0
取引価格	ja	0.0
取消	ja	-1.0
取締役	ja	1.0
取得	ja	0.0
守り神	ja	0.0
守り本尊	ja	0.0
守株	ja	0.0
守旧	ja	0.0
守護	ja	0.0
守護神	ja	0.0
守秘義務	ja	0.0
守備力	ja	1.0
手	ja	0.0
手がかり	ja	1.0
手ごたえ	ja	1.0
手だれ	ja	1.0
手の内	ja	0.0
手ほどき	ja	0.0
手まめ	ja	0.0
手ブレ	ja	-1.0
手違い	ja	-1.0
手一杯	ja	-1.0
手引き	ja	0.0
手下	ja	0.0
手加減	ja	0.0
手掛かり	ja	1.0
手間	ja	-1.0
手詰まり	ja	-1.0
手筋	ja	0.0
手軽	ja	1.0
手軽さ	ja	1.0
手口	ja	-1.0
手向かい	ja	-1.0
手込め	ja	-1.0
手頃	ja	1.0
手作り	ja	0.0
手仕事	ja	0.0
手持ち無沙汰	ja	0.0
手術	ja	0.0
手順	ja	0.0
手助け	ja	1.0
手錠	ja	-1.0
手数	ja	-1.0
手数料	ja	-1.0
手前勝手	ja	-1.0
手造り	ja	1.0
手足	ja	0.0
手足口病	ja	-1.0
手短	ja	0.0
手段	ja	1.0
手遅れ	ja	-1.0
手伝い	ja	0.0
手渡し	ja	0.0
手刀	ja	-1.0
手当て	ja	0.0
手動	ja	0.0
手抜かり	ja	-1.0
手抜き	ja	-1.0
手不足	ja	-1.0
手柄	ja	1.0
手癖	ja	-1.0
手放し	ja	0.0
手落ち	ja	-1.0
手利き	ja	1.0
手練	ja	1.0
手腕	ja	1.0
朱色	ja	0.0
殊勝	ja	1.0
種まき	ja	0.0
種子	ja	0.0
種切れ	ja	-1.0
種痘	ja	0.0
種類	ja	0.0
腫	ja	-1.0
腫れ	ja	-1.0
腫れ物	ja	-1.0
腫脹	ja	-1.0
腫物	ja	-1.0
腫瘍	ja	-1.0
趣	ja	1.0
趣き	ja	1.0
趣向	ja	1.0
趣味	ja	0.0
酒飲み	ja	-1.0
酒気	ja	-1.0
酒色	ja	-1.0
酒神	ja	0.0
酒税	ja	0.0
酒癖	ja	-1.0
酒乱	ja	-1.0
首肯	ja	0.0
首吊り	ja	-1.0
受け口	ja	0.0
受け入れ	ja	0.0
受け売り	ja	0.0
受給	ja	1.0
受検技術	ja	0.0
受験競争	ja	-1.0
受験者数	ja	0.0
受験生	ja	0.0
受験戦争	ja	-1.0
受賞	ja	1.0
受診	ja	0.0
受諾	ja	0.0
受注	ja	0.0
受動喫煙	ja	-1.0
受難	ja	-1.0
受領	ja	1.0
呪	ja	-1.0
呪い	ja	-1.0
呪術	ja	-1.0
呪縛	ja	-1.0
呪詛	ja	-1.0
寿	ja	1.0
寿命	ja	0.0
授業	ja	0.0
授業研究	ja	0.0
授賞式	ja	1.0
樹海	ja	-1.0
需給	ja	1.0
需要	ja	1.0
囚人	ja	-1.0
収益	ja	1.0
収益性	ja	1.0
収益力	ja	1.0
収穫	ja	1.0
収穫期	ja	1.0
収穫祭	ja	1.0
収穫時期	ja	0.0
収拾	ja	0.0
収入	ja	1.0
収入印紙	ja	0.0
収容所	ja	-1.0
収攬	ja	1.0
周	ja	0.0
周知	ja	0.0
周知徹底	ja	0.0
周到	ja	1.0
周密	ja	1.0
宗教色	ja	0.0
宗教心	ja	0.0
宗教性	ja	0.0
宗教戦争	ja	0.0
宗匠	ja	0.0
宗派	ja	0.0
就業	ja	0.0
就業機会	ja	0.0
就職	ja	0.0
就職難	ja	-1.0
修交	ja	0.0
修好	ja	1.0
修好・修交	ja	1.0
修行	ja	0.0
修士	ja	1.0
修身	ja	0.0
修正	ja	0.0
修正案	ja	0.0
修正箇所	ja	-1.0
修正点	ja	-1.0
修得	ja	0.0
修羅	ja	-1.0
修羅場	ja	-1.0
修理	ja	0.0
修了	ja	0.0
修煉	ja	0.0
愁い	ja	-1.0
愁い・愁え	ja	-1.0
愁え	ja	-1.0
愁傷	ja	-1.0
愁訴	ja	-1.0
愁嘆	ja	-1.0
愁悲	ja	-1.0
秀	ja	1.0
秀逸	ja	1.0
秀才	ja	1.0
秀作	ja	1.0
秀抜	ja	1.0
秀美	ja	1.0
秋	ja	0.0
秋寒	ja	0.0
秋気	ja	-1.0
秋風	ja	0.0
終結	ja	0.0
終息	ja	0.0
終端	ja	0.0
終焉	ja	-1.0
習慣	ja	0.0
習作	ja	0.0
習得	ja	1.0
習癖	ja	0.0
臭さ	ja	-1.0
臭覚	ja	0.0
臭気	ja	-1.0
臭味	ja	-1.0
衆生	ja	0.0
襲撃	ja	-1.0
週刊	ja	0.0
週報	ja	0.0
集団感染	ja	-1.0
集団行動	ja	0.0
集中	ja	0.0
集中砲火	ja	-1.0
集中力	ja	1.0
集注攻撃	ja	0.0
醜	ja	-1.0
醜さ	ja	-1.0
醜悪	ja	-1.0
醜行	ja	-1.0
醜女	ja	-1.0
醜態	ja	-1.0
醜聞	ja	-1.0
醜名	ja	-1.0
住まい	ja	0.0
住宅ローン	ja	-1.0
住宅街	ja	0.0
住宅建設	ja	0.0
住宅事情	ja	0.0
住宅難	ja	-1.0
充血	ja	-1.0
充実	ja	1.0
充実感	ja	1.0
充足	ja	1.0
十五年	ja	0.0
十字架上	ja	0.0
十数年	ja	0.0
十全	ja	1.0
十二指腸潰瘍	ja	-1.0
十二分	ja	1.0
十日	ja	0.0
十年一日	ja	0.0
十分	ja	1.0
従業員数	ja	0.0
従順	ja	1.0
従順・柔順	ja	1.0
柔	ja	-1.0
柔らかさ	ja	1.0
柔順	ja	1.0
柔軟	ja	1.0
柔軟さ	ja	1.0
柔軟性	ja	1.0
柔和	ja	1.0
汁	ja	0.0
汁気	ja	0.0
渋さ	ja	1.0
渋み	ja	-1.0
渋め	ja	1.0
渋滞	ja	-1.0
獣	ja	-1.0
獣欲	ja	-1.0
縦割り	ja	-1.0
縦割り行政	ja	-1.0
重き	ja	0.0
重し	ja	-1.0
重ね重ね	ja	0.0
重圧	ja	-1.0
重恩	ja	1.0
重荷	ja	-1.0
重過失	ja	-1.0
重患	ja	-1.0
重苦しさ	ja	-1.0
重刑	ja	-1.0
重厚	ja	1.0
重厚さ	ja	1.0
重罪	ja	-1.0
重重	ja	1.0
重傷	ja	-1.0
重症	ja	-1.0
重症化	ja	-1.0
重症急性呼吸器症候群	ja	-1.0
重税	ja	-1.0
重石	ja	0.0
重体	ja	-1.0
重態	ja	-1.0
重態・重体	ja	-1.0
重大	ja	0.0
重大事件	ja	-1.0
重大事故	ja	-1.0
重点化	ja	1.0
重度	ja	-1.0
重篤	ja	-1.0
重罰	ja	-1.0
重犯	ja	-1.0
重病	ja	-1.0
重複	ja	-1.0
重宝	ja	1.0
重宝・調法	ja	1.0
重要	ja	0.0
重要性	ja	0.0
重量感	ja	1.0
重力	ja	0.0
重労働	ja	-1.0
銃撃	ja	-1.0
銃撃戦	ja	-1.0
銃弾	ja	0.0
夙成	ja	1.0
宿意	ja	0.0
宿怨	ja	-1.0
宿題	ja	-1.0
宿敵	ja	-1.0
宿便	ja	-1.0
宿命	ja	0.0
淑徳	ja	1.0
祝い	ja	1.0
祝意	ja	1.0
祝賀	ja	1.0
祝儀	ja	1.0
祝言	ja	1.0
祝辞	ja	1.0
祝勝	ja	1.0
祝福	ja	1.0
縮減	ja	0.0
粛正	ja	-1.0
粛清	ja	-1.0
熟女	ja	0.0
熟成	ja	0.0
熟成期間	ja	0.0
熟練	ja	1.0
熟練者	ja	1.0
出し	ja	0.0
出し投げ	ja	0.0
出っ歯	ja	-1.0
出雲の神	ja	0.0
出演作	ja	0.0
出荷時期	ja	0.0
出荷量	ja	1.0
出過ぎ	ja	-1.0
出会い	ja	1.0
出玉	ja	0.0
出稽古	ja	0.0
出欠	ja	0.0
出血	ja	0.0
出血多量	ja	-1.0
出血量	ja	-1.0
出産	ja	0.0
出資	ja	1.0
出自	ja	0.0
出場	ja	0.0
出場停止	ja	-1.0
出色	ja	1.0
出水	ja	-1.0
出世	ja	1.0
出世作	ja	1.0
出精	ja	0.0
出席	ja	0.0
出題	ja	0.0
出遅れ	ja	-1.0
出入り	ja	0.0
出入り禁止	ja	-1.0
出馬	ja	0.0
出版権	ja	0.0
出番	ja	1.0
出費	ja	-1.0
出不精	ja	-1.0
出癖	ja	-1.0
出来	ja	1.0
出来過ぎ	ja	-1.0
出来具合	ja	0.0
